"gene_name","blast_annot","GOs","pfams","signalP","TMHMM","rhy_foragers","rhy_nurses","identity"
"LOC105250511","signal peptidase complex subunit 1","GO:0005787|signal peptidase complex; GO:0006465|signal peptide processing; GO:0008233|peptidase activity; GO:0016021|integral component of membrane","PF06645|Microsomal signal peptidase 12 kDa subunit (SPC12)",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250536","zinc finger protein 830 isoform X2","GO:0003676|nucleic acid binding; GO:0005681|spliceosomal complex; GO:0008270|zinc ion binding","PF12171|Zinc-finger double-stranded RNA-binding",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250549","carbonyl reductase",NA,"PF00106|short chain dehydrogenase; PF00106|short chain dehydrogenase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250551","U6 snRNA-associated Sm-like protein LSm2","GO:0006397|mRNA processing","PF01423|LSM domain",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105250552","ribosome biogenesis regulatory protein homolog","GO:0005634|nucleus; GO:0042254|ribosome biogenesis","PF04939|Ribosome biogenesis regulatory protein (RRS1)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250554","39S ribosomal protein L22, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0006412|translation; GO:0015934|large ribosomal subunit","PF00237|Ribosomal protein L22p/L17e",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250571","uncharacterized protein LOC105250571",NA,"PF10545|Alcohol dehydrogenase transcription factor Myb/SANT-like",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105250583","uncharacterized protein LOC105250583 isoform X1",NA,NA,1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250654","metallophosphoesterase 1","GO:0006506|GPI anchor biosynthetic process; GO:0016787|hydrolase activity","PF00149|Calcineurin-like phosphoesterase",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250664","thioredoxin domain-containing protein 15","GO:0045454|cell redox homeostasis","PF00085|Thioredoxin",1,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250672","thioredoxin, mitochondrial","GO:0045454|cell redox homeostasis","PF00085|Thioredoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250674","phosphatidylinositol N-acetylglucosaminyltransferase subunit Q isoform X2","GO:0006506|GPI anchor biosynthetic process; GO:0016021|integral component of membrane; GO:0017176|phosphatidylinositol N-acetylglucosaminyltransferase activity","PF05024|N-acetylglucosaminyl transferase component (Gpi1)",0,5,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250676","uncharacterized protein LOC105250676",NA,"PF15013|CCSMST1 family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250680","bolA-like protein DDB_G0274169",NA,"PF01722|BolA-like protein",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105250692","THAP domain-containing protein 2-like","GO:0003676|nucleic acid binding","PF05485|THAP domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250697","general transcription factor 3C polypeptide 5 isoform X1","GO:0000127|transcription factor TFIIIC complex; GO:0006384|transcription initiation from RNA polymerase III promoter","PF17682|Tau95 Triple barrel domain; PF09734|RNA polymerase III transcription factor (TF)IIIC subunit HTH domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250713","amino acid transporter AVT1B",NA,"PF01490|Transmembrane amino acid transporter protein",0,11,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250723","protein VAC14 homolog isoform X1","GO:0006661|phosphatidylinositol biosynthetic process; GO:0070772|PAS complex","PF11916|Vacuolar protein 14 C-terminal Fig4p binding; PF12755|Vacuolar 14 Fab1-binding region",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250725","membrane magnesium transporter 1",NA,"PF10270|Membrane magnesium transporter",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250728","proteasome subunit alpha type-7-1","GO:0004298|threonine-type endopeptidase activity; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0019773|proteasome core complex, alpha-subunit complex","PF00227|Proteasome subunit; PF10584|Proteasome subunit A N-terminal signature",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250738","dysbindin protein homolog","GO:0005737|cytoplasm","PF04440|Dysbindin (Dystrobrevin binding protein 1)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250744","mediator of RNA polymerase II transcription subunit 10","GO:0003712|transcription coregulator activity; GO:0006357|regulation of transcription by RNA polymerase II; GO:0016592|mediator complex","PF09748|Transcription factor subunit Med10 of Mediator complex",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250753","dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","GO:0005789|endoplasmic reticulum membrane; GO:0018279|protein N-linked glycosylation via asparagine","PF03345|Oligosaccharyltransferase 48 kDa subunit beta",3,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250756","aldose 1-epimerase isoform X1","GO:0005975|carbohydrate metabolic process; GO:0016853|isomerase activity","PF01263|Aldose 1-epimerase",1,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250764","N-terminal Xaa-Pro-Lys N-methyltransferase 1","GO:0006480|N-terminal protein amino acid methylation; GO:0008168|methyltransferase activity","PF05891|AdoMet dependent proline di-methyltransferase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250783","glutathione S-transferase theta-3","GO:0005515|protein binding","PF02798|Glutathione S-transferase, N-terminal domain; PF00043|Glutathione S-transferase, C-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250795","transcription elongation factor, mitochondrial isoform X1","GO:0006392|transcription elongation from mitochondrial promoter","PF12836|Helix-hairpin-helix motif",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105250802","uncharacterized protein LOC105250802","GO:0016021|integral component of membrane","PF13903|PMP-22/EMP/MP20/Claudin tight junction",1,4,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250815","transmembrane protein 177",NA,NA,0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250820","chromosome-associated kinesin KIF4",NA,"PF13913|zinc-finger of a C2HC-type",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250848","peptidyl-tRNA hydrolase 2, mitochondrial","GO:0004045|aminoacyl-tRNA hydrolase activity","PF01981|Peptidyl-tRNA hydrolase PTH2",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250852","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","GO:0000228|nuclear chromosome; GO:0006338|chromatin remodeling","PF04855|SNF5 / SMARCB1 / INI1; PF04855|SNF5 / SMARCB1 / INI1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250888","serine palmitoyltransferase 1","GO:0009058|biosynthetic process; GO:0030170|pyridoxal phosphate binding","PF00155|Aminotransferase class I and II",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250906","probable cysteine--tRNA ligase, mitochondrial",NA,"PF01406|tRNA synthetases class I (C) catalytic domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250922","cation-independent mannose-6-phosphate receptor","GO:0005520|insulin-like growth factor binding; GO:0005537|mannose binding; GO:0007041|lysosomal transport; GO:0038023|signaling receptor activity","PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat; PF00878|Cation-independent mannose-6-phosphate receptor repeat",2,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250938","uncharacterized protein LOC105250938","GO:0002098|tRNA wobble uridine modification; GO:0033588|Elongator holoenzyme complex",NA,0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250939","succinate dehydrogenase","GO:0005740|mitochondrial envelope; GO:0016021|integral component of membrane","PF05328|CybS, succinate dehydrogenase cytochrome B small subunit",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250958","ribosome production factor 2 homolog","GO:0000027|ribosomal large subunit assembly; GO:0000470|maturation of LSU-rRNA; GO:0019843|rRNA binding","PF04427|Brix domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250969","transmembrane protein 222",NA,"PF05608|Protein of unknown function (DUF778); PF05608|Protein of unknown function (DUF778)",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250975","probable RNA-binding protein 19","GO:0003676|nucleic acid binding","PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250979","2\',5\'-phosphodiesterase 12",NA,"PF03372|Endonuclease/Exonuclease/phosphatase family",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251027","39S ribosomal protein L43, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0032543|mitochondrial translation","PF05047|Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251030","axonemal dynein light intermediate polypeptide 1",NA,"PF10211|Axonemal dynein light chain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251032","small integral membrane protein 8",NA,"PF14937|Domain of unknown function (DUF4500)",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251040","trafficking protein particle complex subunit 1","GO:0016192|vesicle-mediated transport; GO:0030008|TRAPP complex","PF04099|Sybindin-like family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251043","dihydroorotate dehydrogenase (quinone), mitochondrial","GO:0005737|cytoplasm; GO:0016627|oxidoreductase activity, acting on the CH-CH group of donors; GO:0055114|oxidation-reduction process","PF01180|Dihydroorotate dehydrogenase",1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251068","syntaxin-1A-like","GO:0000149|SNARE binding; GO:0016021|integral component of membrane; GO:0017157|regulation of exocytosis","PF00804|Syntaxin; PF05739|SNARE domain",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251071","40S ribosomal protein S21","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF01249|Ribosomal protein S21e",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251073","KIF1-binding protein homolog",NA,"PF12309|KIF-1 binding protein C terminal",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251090","pyroglutamyl-peptidase 1",NA,"PF01470|Pyroglutamyl peptidase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251094","leucine-rich repeat-containing protein 59 isoform X1","GO:0005515|protein binding","PF13855|Leucine rich repeat",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251111","glycylpeptide N-tetradecanoyltransferase 2","GO:0004379|glycylpeptide N-tetradecanoyltransferase activity; GO:0006499|N-terminal protein myristoylation","PF02799|Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain; PF01233|Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251143","pro-neuropeptide Y","GO:0005179|hormone activity; GO:0005576|extracellular region","PF00159|Pancreatic hormone peptide",2,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251150","PCI domain-containing protein 2",NA,"PF01399|PCI domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251151","glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1","GO:0016884|carbon-nitrogen ligase activity, with glutamine as amido-N-donor","PF02637|GatB domain; PF02934|GatB/GatE catalytic domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251158","peptidyl-prolyl cis-trans isomerase FKBP8 isoform X1","GO:0003755|peptidyl-prolyl cis-trans isomerase activity","PF00254|FKBP-type peptidyl-prolyl cis-trans isomerase",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251179","uncharacterized protein LOC105251179",NA,"PF07525|SOCS box; PF00017|SH2 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251180","seipin isoform X1","GO:0019915|lipid storage","PF06775|Putative adipose-regulatory protein (Seipin)",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251191","retinol dehydrogenase 11",NA,"PF00106|short chain dehydrogenase",1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251196","ubiquinone biosynthesis protein COQ9, mitochondrial isoform X2","GO:0006744|ubiquinone biosynthetic process; GO:0008289|lipid binding","PF08511|COQ9",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251202","ATP synthase subunit b, mitochondrial","GO:0000276|mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); GO:0015078|proton transmembrane transporter activity; GO:0015986|ATP synthesis coupled proton transport","PF05405|Mitochondrial ATP synthase B chain precursor (ATP-synt_B)",1,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251222","protein seele",NA,"PF11938|TLR4 regulator and MIR-interacting MSAP",2,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251248","NAD-dependent protein deacylase Sirt4","GO:0070403|NAD+ binding","PF02146|Sir2 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251253","coiled-coil domain-containing protein 174",NA,"PF13300|Domain of unknown function (DUF4078)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251254","non-structural maintenance of chromosomes element 1 homolog isoform X1","GO:0006281|DNA repair; GO:0030915|Smc5-Smc6 complex","PF08746|RING-like domain; PF07574|Nse1 non-SMC component of SMC5-6 complex",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251257","mitochondrial import inner membrane translocase subunit Tim29","GO:0042721|TIM22 mitochondrial import inner membrane insertion complex","PF10171|Translocase of the Inner Mitochondrial membrane 29",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251258",NA,NA,NA,NA,NA,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105251274","ragulator complex protein LAMTOR1","GO:0001919|regulation of receptor recycling; GO:0007040|lysosome organization; GO:0016197|endosomal transport; GO:0032008|positive regulation of TOR signaling; GO:0042632|cholesterol homeostasis; GO:0043410|positive regulation of MAPK cascade; GO:0071230|cellular response to amino acid stimulus; GO:0071986|Ragulator complex","PF15454|Late endosomal/lysosomal adaptor and MAPK and MTOR activator",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251285","zinc finger CCHC-type and RNA-binding motif-containing protein 1","GO:0003676|nucleic acid binding","PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105251289","myosin heavy chain, non-muscle isoform X1",NA,NA,0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105251330","CDK5 regulatory subunit-associated protein 3",NA,"PF05600|CDK5 regulatory subunit-associated protein 3",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251332","WD repeat-containing protein 61","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251335","exosome complex component rrp45 isoform X1",NA,"PF03725|3' exoribonuclease family, domain 2; PF01138|3' exoribonuclease family, domain 1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251336","alkylated DNA repair protein alkB homolog 8","GO:0002098|tRNA wobble uridine modification; GO:0016300|tRNA (uracil) methyltransferase activity; GO:0030488|tRNA methylation","PF08241|Methyltransferase domain; PF13532|2OG-Fe(II) oxygenase superfamily",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251370","U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase isoform X1","GO:0008168|methyltransferase activity","PF05971|RNA methyltransferase",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251372","DNA-directed RNA polymerase III subunit RPC9","GO:0005666|RNA polymerase III complex; GO:0006384|transcription initiation from RNA polymerase III promoter","PF03874|RNA polymerase Rpb4",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251380","transmembrane protein 60",NA,"PF10269|Transmembrane Fragile-X-F protein",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251382","T-complex protein 1 subunit beta","GO:0005524|ATP binding; GO:0005832|chaperonin-containing T-complex; GO:0006457|protein folding; GO:0051082|unfolded protein binding","PF00118|TCP-1/cpn60 chaperonin family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251384","trafficking protein particle complex subunit 2-like protein","GO:0006888|endoplasmic reticulum to Golgi vesicle-mediated transport","PF05347|Complex 1 protein (LYR family); PF04628|Sedlin, N-terminal conserved region",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251386","FGFR1 oncogene partner 2 homolog",NA,"PF05769|SIKE family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251388","synembryn",NA,"PF10165|Guanine nucleotide exchange factor synembryn",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251391","transmembrane protein 14C","GO:0016020|membrane","PF03647|Transmembrane proteins 14C",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251405","E3 ubiquitin-protein ligase MARCH2-like","GO:0008270|zinc ion binding","PF12906|RING-variant domain",0,2,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105251409","lymphoid-specific helicase","GO:0005524|ATP binding","PF00271|Helicase conserved C-terminal domain; PF00176|SNF2 family N-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251413","proteasome subunit alpha type-1","GO:0004298|threonine-type endopeptidase activity; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0019773|proteasome core complex, alpha-subunit complex","PF10584|Proteasome subunit A N-terminal signature; PF00227|Proteasome subunit",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251415","serum response factor-binding protein 1",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251428","solute carrier family 25 member 46","GO:0005741|mitochondrial outer membrane; GO:0090149|mitochondrial membrane fission","PF00153|Mitochondrial carrier protein; PF00153|Mitochondrial carrier protein",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251436","transcription initiation factor IIA subunit 2","GO:0005672|transcription factor TFIIA complex; GO:0006367|transcription initiation from RNA polymerase II promoter","PF02268|Transcription initiation factor IIA, gamma subunit, helical domain; PF02751|Transcription initiation factor IIA, gamma subunit",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251453","homologous-pairing protein 2 homolog","GO:0007131|reciprocal meiotic recombination","PF07106|TBPIP/Hop2 winged helix domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251457","vacuolar protein sorting-associated protein 37B","GO:0000813|ESCRT I complex; GO:0032509|endosome transport via multivesicular body sorting pathway","PF07200|Modifier of rudimentary (Mod(r)) protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251479","dnaJ homolog subfamily C member 30",NA,"PF00226|DnaJ domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251502","uncharacterized protein LOC105251502","GO:0003676|nucleic acid binding","PF05485|THAP domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251529","TP53-regulated inhibitor of apoptosis 1 isoform X1",NA,"PF05254|Uncharacterised protein family (UPF0203)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251533","calcium uptake protein 1 homolog, mitochondrial isoform X1","GO:0005509|calcium ion binding; GO:0006851|mitochondrial calcium ion transmembrane transport","PF13833|EF-hand domain pair; PF13202|EF hand",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251544","WD repeat-containing protein 55 homolog","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251549","uncharacterized protein LOC105251549",NA,NA,0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251552","mortality factor 4-like protein 1","GO:0006325|chromatin organization; GO:0006355|regulation of transcription, DNA-templated; GO:0016580|Sin3 complex; GO:0035267|NuA4 histone acetyltransferase complex","PF11717|RNA binding activity-knot of a chromodomain; PF05712|MRG",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251564","box C/D snoRNA protein 1 isoform X1",NA,"PF04438|HIT zinc finger",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251569","surfeit locus protein 6 homolog",NA,"PF04935|Surfeit locus protein 6",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251578","josephin-2","GO:0004843|thiol-dependent ubiquitin-specific protease activity; GO:0016579|protein deubiquitination","PF02099|Josephin",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251598","probable cytosolic Fe-S cluster assembly factor AGAP009023",NA,"PF02906|Iron only hydrogenase large subunit, C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251623","adenine phosphoribosyltransferase","GO:0009116|nucleoside metabolic process","PF00156|Phosphoribosyl transferase domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251624","activating signal cointegrator 1","GO:0005634|nucleus; GO:0006355|regulation of transcription, DNA-templated; GO:0008270|zinc ion binding","PF04266|ASCH domain; PF06221|Putative zinc finger motif, C2HC5-type",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251671","uncharacterized protein LOC105251671",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251680","reactive oxygen species modulator 1 isoform X1",NA,"PF10247|Reactive mitochondrial oxygen species modulator 1",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251705","uncharacterized protein LOC105251705","GO:0008080|N-acetyltransferase activity","PF00583|Acetyltransferase (GNAT) family",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251713","transmembrane protein 98 isoform X1",NA,NA,0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251748","protein canopy 4",NA,"PF11938|TLR4 regulator and MIR-interacting MSAP",1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251750","28S ribosomal protein S33, mitochondrial",NA,"PF08293|Mitochondrial ribosomal subunit S27",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251761","DNA-directed RNA polymerase II subunit Rpb4 isoform X3","GO:0005515|protein binding","PF00249|Myb-like DNA-binding domain; PF04433|SWIRM domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251782","mpv17-like protein 2","GO:0016021|integral component of membrane","PF04117|Mpv17 / PMP22 family",0,3,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105251788","acyl-coenzyme A thioesterase 13","GO:0047617|acyl-CoA hydrolase activity","PF03061|Thioesterase superfamily",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251798","uncharacterized protein LOC105251798","GO:0003676|nucleic acid binding; GO:0005634|nucleus","PF05485|THAP domain; PF01393|Chromo shadow domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251805","BLOC-1-related complex subunit 7",NA,"PF16088|BLOC-1-related complex sub-unit 7",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251806","ubiquitin thioesterase otubain-like","GO:0004843|thiol-dependent ubiquitin-specific protease activity; GO:0016579|protein deubiquitination","PF10275|Peptidase C65 Otubain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251832","E3 ubiquitin-protein ligase MARCH3","GO:0008270|zinc ion binding","PF12906|RING-variant domain",0,2,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105251837","folliculin","GO:0004371|glycerone kinase activity; GO:0005085|guanyl-nucleotide exchange factor activity; GO:0006071|glycerol metabolic process","PF02734|DAK2 domain; PF11704|Vesicle coat protein involved in Golgi to plasma membrane transport; PF16692|Folliculin C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251840","abscission/NoCut checkpoint regulator",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105251849","THO complex subunit 3","GO:0005515|protein binding; GO:0006406|mRNA export from nucleus","PF08662|Eukaryotic translation initiation factor eIF2A; PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251857","protein Simiate",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251864","transaldolase isoform X1","GO:0004801|sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; GO:0005737|cytoplasm; GO:0005975|carbohydrate metabolic process; GO:0006098|pentose-phosphate shunt","PF00923|Transaldolase/Fructose-6-phosphate aldolase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251873","gonadal protein gdl",NA,"PF07324|DiGeorge syndrome critical region 6 (DGCR6) protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251887","protein enhancer of sevenless 2B isoform X2","GO:0005515|protein binding","PF00018|SH3 domain; PF00017|SH2 domain; PF14604|Variant SH3 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251888","DNA-directed RNA polymerases I, II, and III subunit RPABC1","GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0005634|nucleus; GO:0006351|transcription, DNA-templated","PF03871|RNA polymerase Rpb5, N-terminal domain; PF01191|RNA polymerase Rpb5, C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105251900","uncharacterized protein LOC105251900",NA,"PF16021|Programmed cell death protein 7",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
